ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,id
300750.SZ,2018-09-06,31.572366364488904,32.64040846097738,31.42648744399291,32.21840158382828,31.98395331874544,0.45,0.733,169945.077162,1050953.9516658,7817602
300750.SZ,2018-09-07,32.55704907783682,33.80222986349901,32.411170157340834,32.989475877878505,32.21840158382828,1.48,2.3933,244696.359684,1560965.217084,7827034
300750.SZ,2018-09-10,33.11451495258935,33.23434406585391,31.780764822340313,31.9631134729603,32.989475877878505,-1.97,-3.1112,125626.6494,775541.5374294,7838366
300750.SZ,2018-09-11,31.989163280191725,32.90611649473794,31.989163280191725,32.5987287694071,31.9631134729603,1.22,1.9886,127243.30243800001,794489.9271666,7852510
300750.SZ,2018-09-12,32.71855788267167,33.99499843701157,32.61956861519224,33.604251328540165,32.5987287694071,1.93,3.0845,232554.235284,1496948.6550732,7868326
300750.SZ,2018-09-13,34.19818693341669,34.43784515994581,33.0259456080025,33.76055017192873,33.604251328540165,0.3,0.4651,189099.978984,1224092.0006322,7883282
300750.SZ,2018-09-14,34.54204438887152,35.94873397936855,34.31280608523497,34.333645931020115,33.76055017192873,1.1,1.6975,303876.106632,2050602.8346174,7895923
300750.SZ,2018-09-17,33.64072105866416,34.114827550276125,33.13014483692821,33.19266437428363,34.333645931020115,-2.19,-3.3232,136880.398704,884163.4659858,7911780
300750.SZ,2018-09-18,32.822757111597376,34.599353964780654,32.817547150151086,34.57330415754923,33.19266437428363,2.65,4.1595,149506.538202,970305.8865444,7919487
300750.SZ,2018-09-19,34.38053558403667,35.719495675732,34.099197665937275,35.07867041783891,34.57330415754923,0.97,1.4617,182392.789236,1223365.8647405999,7931524
300750.SZ,2018-09-20,34.91195165155778,36.41763050953423,34.91195165155778,35.42252787329373,35.07867041783891,0.66,0.9802,195792.562098,1349465.667354,7945685
300750.SZ,2018-09-21,35.755965405855996,36.41763050953423,35.35479837449203,36.04772324684797,35.42252787329373,1.2,1.765,148719.085158,1027670.5739958,7959296
300750.SZ,2018-09-25,35.63613629259144,36.10503282275711,35.27664895279774,35.59966656246743,36.04772324684797,-0.86,-1.243,80695.242054,552688.3489806,7975023
300750.SZ,2018-09-26,35.771595290194846,38.29321663019694,35.771595290194846,37.97540898197353,35.59966656246743,4.56,6.6735,308285.851356,2206965.1817094,7988937
300750.SZ,2018-09-27,37.64197144941127,39.0486610399083,37.355423569865586,37.79827029279983,37.97540898197353,-0.34,-0.4665,262855.438398,1930068.3649338,8002008
300750.SZ,2018-09-28,37.56903198916328,39.1216005001563,37.56903198916328,38.03271855788267,37.79827029279983,0.45,0.6203,228813.555012,1689951.6226320001,8013865
300750.SZ,2018-10-08,37.44920287589871,37.44920287589871,35.32353860581431,35.66218609982286,38.03271855788267,-4.55,-6.2329,251762.40045599997,1756690.9629486,8026293
300750.SZ,2018-10-09,35.901844326351984,36.032093362509116,33.39585287068875,33.81264978639158,35.66218609982286,-3.55,-5.1863,256995.702138,1705288.6996572,8039710
300750.SZ,2018-10-10,34.182557049077836,34.281546316557254,33.13535479837449,33.81264978639158,33.81264978639158,0.0,0.0,137490.710322,890844.6651384,8053345
300750.SZ,2018-10-11,32.23924142961342,33.06762529957278,31.004480566843803,31.494216942794623,33.81264978639158,-4.45,-6.8567,245864.87120999998,1507532.2458672,8066855
300750.SZ,2018-10-12,31.494216942794623,32.90611649473794,31.457747212670625,32.749817651349375,31.494216942794623,2.41,3.9868,165074.44611,1020930.3628902001,8080999
300750.SZ,2018-10-15,35.84453475044285,36.02688340106283,35.365218297384594,36.02688340106283,32.749817651349375,6.29,10.0064,380069.741478,2615859.5184456,8092920
300750.SZ,2018-10-16,36.46973012399708,36.65728873606335,35.39647806606231,35.87058455767427,36.02688340106283,-0.3,-0.4338,200619.469218,1388326.6324662,8109106
300750.SZ,2018-10-17,36.349901010732516,37.397103261435866,36.05814316974054,36.46973012399708,35.87058455767427,1.15,1.6703,273172.17501,1919934.4876404,7809562
300750.SZ,2018-10-18,35.79243513597999,37.199124726477024,34.135667396061265,35.44336771907888,36.46973012399708,-1.97,-2.8143,207504.452988,1423089.1948896002,7830469
300750.SZ,2018-10-19,34.91195165155778,38.68917370011462,34.91195165155778,38.433885589246636,35.44336771907888,5.74,8.4375,271117.399728,1934864.3889078,7839374
300750.SZ,2018-10-22,38.60060435552777,42.25278732937376,38.60060435552777,41.2107950401167,38.433885589246636,5.33,7.2252,347533.512228,2702565.5535395998,7853533
300750.SZ,2018-10-23,40.68979889548817,41.65885172449723,39.64780660623111,40.63769928102532,41.2107950401167,-1.1,-1.3906,244466.818638,1895800.1574162,7869018
300750.SZ,2018-10-24,40.55433989788475,41.40356361362926,39.65822652912369,40.11670313639679,40.63769928102532,-1.0,-1.2821,192761.560782,1502080.721841,7891820
300750.SZ,2018-10-25,39.07471084713973,42.50286547879546,38.819422736271754,42.153798061894335,40.11670313639679,3.91,5.0779,256666.141158,2000337.8695691999,7901917
300750.SZ,2018-10-26,42.03917891007606,42.03917891007606,38.03792851932896,38.86631238928832,42.153798061894335,-6.31,-7.7988,339574.52818799997,2612386.769139,7917661
300750.SZ,2018-10-29,39.04345107846201,39.28310930499114,36.7823278107742,36.865687193914766,38.86631238928832,-3.84,-5.1475,244143.28457400002,1771668.3156228,7932705
300750.SZ,2018-10-30,36.80837761800563,39.25705949775971,36.40721058664165,39.07471084713973,36.865687193914766,4.24,5.9921,247363.711476,1802821.8225486001,7953113
300750.SZ,2018-10-31,39.225799729082006,40.34073147858706,38.65791393143691,38.814212774825464,39.07471084713973,-0.5,-0.6667,187992.773094,1426951.2042744,7961735
300750.SZ,2018-11-01,39.178910076065435,40.02292383036365,38.14212774825466,38.350526206106075,38.814212774825464,-0.89,-1.1946,186641.669046,1408743.3977526,7974794
300750.SZ,2018-11-02,39.668646452016254,40.96592685214129,39.621756798999684,40.88777743044702,38.350526206106075,4.87,6.6159,263070.929436,2033102.3538671997,7989368
300750.SZ,2018-11-05,40.88777743044702,42.971762008961136,40.53350005209961,41.36188392205897,40.88777743044702,0.91,1.1595,250741.145298,2006655.885612,8009503
300750.SZ,2018-11-06,41.1743253099927,42.930082317390855,39.59570699176826,42.497655517349166,41.36188392205897,2.18,2.7459,233511.017796,1831327.9260066,8023984
300750.SZ,2018-11-07,41.78389079920809,42.919662394498275,40.747108471397304,41.17953527143899,42.497655517349166,-2.53,-3.1016,242971.70200800002,1945003.7518464,8033310
300750.SZ,2018-11-08,41.59633218714181,41.877670105241215,40.05939356048765,40.27821194123163,41.17953527143899,-1.73,-2.1888,154413.158004,1209456.627456,8047180
300750.SZ,2018-11-09,40.11670313639679,41.18474523288527,39.939564447223084,40.50745024486819,40.27821194123163,0.44,0.5691,116391.206778,909298.389027,8060280
300750.SZ,2018-11-12,40.11670313639679,43.65947691987079,39.96040429300823,43.3729290403251,40.50745024486819,5.5,7.074,285797.086092,2314401.0957311997,8070832
300750.SZ,2018-11-13,42.72168385953944,42.98739189329999,41.57549234135667,42.52891528602688,43.3729290403251,-1.62,-1.9459,274224.812358,2223463.9160832,8080843
300750.SZ,2018-11-14,41.89329998958007,43.242680004167966,41.54944253412525,42.200687714910906,42.52891528602688,-0.63,-0.7718,207116.98371,1677194.8833192,8093714
300750.SZ,2018-11-15,41.89329998958007,42.82588308846515,41.627591955819526,42.38303636553089,42.200687714910906,0.35,0.4321,145430.193258,1179585.7653384001,8105060
300750.SZ,2018-11-16,42.55496509325831,42.59664478482859,40.96071689069501,41.73700114619152,42.38303636553089,-1.24,-1.5243,188281.777152,1506789.5167626,8114816
300750.SZ,2018-11-19,41.46608315098468,42.4507658643326,41.158695425653846,41.34104407627383,41.73700114619152,-0.76,-0.9487,139329.26519399998,1111991.4302112001,8125986
300750.SZ,2018-11-20,41.007606543711574,41.262894654579554,40.40846097738876,40.517870167760755,41.34104407627383,-1.58,-1.9912,148217.910624,1159253.8912751998,8138776
300750.SZ,2018-11-21,40.37720120871106,41.54944253412525,39.85620506408252,40.97634677503387,40.517870167760755,0.88,1.1315,140400.827826,1101722.845587,8150730
300750.SZ,2018-11-22,40.74189850995103,41.3879337292904,40.429300823173904,40.59080962800875,40.97634677503387,-0.74,-0.9409,78153.514992,611417.3728236,8165310
300750.SZ,2018-11-23,40.59080962800875,40.6116494737939,38.50161508804835,38.543294779618634,40.59080962800875,-3.93,-5.0443,199689.462336,1501589.6395122,7965973
300750.SZ,2018-11-26,38.44951547358549,39.012191309784306,37.92851932895696,38.87673231218089,38.543294779618634,0.64,0.8651,146066.589522,1076925.4183254,7975410
300750.SZ,2018-11-27,38.907992080858605,40.03855371470251,38.42867562780035,39.387308533916844,38.87673231218089,0.98,1.3133,152656.254408,1150525.3794678,7988034
300750.SZ,2018-11-28,39.46545795561113,41.40877357507554,39.20495988329686,40.991976659372725,39.387308533916844,3.08,4.0741,190382.21495999998,1483465.9276626,8004041
300750.SZ,2018-11-29,41.419193497968116,42.46118578722517,40.65332916536418,40.65332916536418,40.991976659372725,-0.65,-0.8261,186877.60169399998,1493681.2950024,8014401
300750.SZ,2018-11-30,40.6429092424716,42.19547775346462,40.6429092424716,41.69532145462124,40.65332916536418,2.0,2.5631,174043.072938,1390142.0029056,8031110
300750.SZ,2018-12-03,42.99260185474627,43.497968115035945,41.97144941127436,42.12253829321663,41.69532145462124,0.82,1.0246,242712.467844,1984801.290108,8047231
300750.SZ,2018-12-04,41.78389079920809,43.284359695738246,41.70053141606752,42.877982702927994,42.12253829321663,1.45,1.7934,183872.09000999999,1508058.9465018,8058270
300750.SZ,2018-12-05,42.200687714910906,43.03428154631655,41.99228925705949,42.393456288423465,42.877982702927994,-0.93,-1.13,141873.48747599998,1155996.9017226,8083141
300750.SZ,2018-12-06,42.0964884859852,42.86756278003543,41.158695425653846,41.16390538710014,42.393456288423465,-2.36,-2.9003,218531.348406,1761307.8051744,8094455
300750.SZ,2018-12-07,41.25247473168699,41.919349796811495,41.25247473168699,41.52339272689382,41.16390538710014,0.69,0.8733,108295.100802,865531.8405887999,8111477
300750.SZ,2018-12-10,41.393143690736686,41.87246014379494,40.01250390747108,40.7887881629676,41.52339272689382,-1.41,-1.7691,146005.514214,1139828.098773,8119387
300750.SZ,2018-12-11,40.89819735333958,41.25247473168699,40.54391997499218,40.9294571220173,40.7887881629676,0.27,0.3449,66220.490028,519930.18718620006,8136823
300750.SZ,2018-12-12,41.33583411482755,42.711263936646866,41.158695425653846,42.46118578722517,40.9294571220173,2.94,3.7424,181814.838702,1472810.0964108,8152041
300750.SZ,2018-12-13,42.68000416796916,42.86235281858914,41.98186933416692,42.77899343544858,42.46118578722517,0.61,0.7485,139049.551032,1134849.5436978,8160852
300750.SZ,2018-12-14,42.68521412941544,42.971762008961136,41.32020423048869,41.33583411482755,42.77899343544858,-2.77,-3.3735,136095.306522,1100248.7099184,8182290
300750.SZ,2018-12-17,41.05449619672814,41.93497968115035,40.11670313639679,41.76305095342294,41.33583411482755,0.82,1.0335,131756.848314,1037971.6271904,8202401
300750.SZ,2018-12-18,41.158695425653846,41.98707929561321,40.991976659372725,41.44524330519954,41.76305095342294,-0.61,-0.761,93773.995266,746321.3423148,8210672
300750.SZ,2018-12-19,41.242054808794414,42.56538501615088,40.81483797019902,41.419193497968116,41.44524330519954,-0.05,-0.0629,136136.381682,1089763.419276,8223616
300750.SZ,2018-12-20,41.35667396061269,41.36188392205897,39.715536105032825,40.29384182557049,41.419193497968116,-2.16,-2.717,187597.127172,1453592.982996,8237805
300750.SZ,2018-12-21,40.3980410544962,40.89819735333958,39.387308533916844,40.89819735333958,40.29384182557049,1.16,1.4999,170322.623142,1308805.5814428001,8250665
300750.SZ,2018-12-24,40.47098051474419,41.283734500364694,40.12191309784308,40.65332916536418,40.89819735333958,-0.47,-0.5987,113989.384782,890439.2590673999,8262359
300750.SZ,2018-12-25,40.137542982181934,40.5022402834219,39.413358341148275,40.220902365322495,40.65332916536418,-0.83,-1.0637,126455.945364,969241.2625434,8279818
300750.SZ,2018-12-26,40.220902365322495,40.585599666562466,39.350838803792854,39.543607377305406,40.220902365322495,-1.3,-1.6839,94535.862708,723068.556042,8287289
300750.SZ,2018-12-27,40.220902365322495,40.36678128581848,39.481087839949986,39.481087839949986,39.543607377305406,-0.12,-0.1581,93694.954374,716440.3284906,8306095
300750.SZ,2018-12-28,39.434198186933415,39.91872460143795,38.44951547358549,38.44951547358549,39.481087839949986,-1.98,-2.6128,108047.613366,814002.4919039999,8307821
300750.SZ,2019-01-02,38.68396373866833,39.05908096280087,38.308846514535794,38.3765760133375,38.44951547358549,-0.14,-0.1897,84340.278624,626222.2501332001,8323561
300750.SZ,2019-01-03,37.777430447014694,38.83505262061061,37.777430447014694,38.46514535792435,38.3765760133375,0.17,0.2308,86275.168182,637699.0317978001,8055390
300750.SZ,2019-01-04,38.204647285610086,40.241742211107635,38.15254767114723,40.095863290611646,38.46514535792435,3.13,4.2395,151734.923214,1155670.7611134,8076443
300750.SZ,2019-01-07,40.08544336771907,40.455350630405334,39.752005835156815,40.33552151714077,40.095863290611646,0.46,0.5977,114579.71544599999,884032.1041692,8088957
300750.SZ,2019-01-08,40.23132228821506,41.393143690736686,40.220902365322495,41.330624153381265,40.33552151714077,1.91,2.4671,164588.35806,1293882.0871326001,8104818
300750.SZ,2019-01-09,40.11670313639679,40.747108471397304,39.16849015317287,40.62727935813275,41.330624153381265,-1.35,-1.7018,237619.397526,1828466.6764266,8119990
300750.SZ,2019-01-10,40.45014066895905,40.559549859331035,39.60612691466083,39.74158591226425,40.62727935813275,-1.7,-2.18,161119.67596199998,1237741.1515392,8140849
300750.SZ,2019-01-11,39.90830467854537,39.986454100239655,38.97051161821402,39.225799729082006,39.74158591226425,-0.99,-1.2979,117787.87738199999,890028.17925,8148447
300750.SZ,2019-01-14,39.23100969052829,39.76763571949567,38.710013545899756,39.63738668333854,39.225799729082006,0.79,1.0493,93067.77123,703471.5568986,8165506
300750.SZ,2019-01-15,39.59570699176826,40.36678128581848,38.99656142544545,40.309471709909346,39.63738668333854,1.29,1.6956,112738.55019,860500.0970202,8183606
300750.SZ,2019-01-16,40.06460352193394,40.220902365322495,39.80931541106595,39.944774408669375,40.309471709909346,-0.7,-0.9047,49402.707228,379561.0486542,8198749
300750.SZ,2019-01-17,40.09065332916536,40.476190476190474,39.80931541106595,39.939564447223084,39.944774408669375,-0.01,-0.013,71378.81994599999,550333.4121684,8210891
300750.SZ,2019-01-18,40.200062519537354,40.200062519537354,38.5537147025112,39.28310930499114,39.939564447223084,-1.26,-1.6436,124836.37483799999,938197.5030708,8219066
300750.SZ,2019-01-21,39.090340731478584,39.4029384182557,38.68917370011462,39.199749921850575,39.28310930499114,-0.16,-0.2122,100598.80584599999,752729.0903076001,8237294
300750.SZ,2019-01-22,39.07471084713973,39.42377826404085,38.56934458685006,38.6943836615609,39.199749921850575,-0.97,-1.2892,81744.520452,611213.7897432,8248198
300750.SZ,2019-01-23,38.68917370011462,39.41856830259456,38.55892466395749,39.30394915077628,38.6943836615609,1.17,1.5753,93758.812812,704590.7532804,8268451
300750.SZ,2019-01-24,39.07471084713973,39.522767531520266,38.91841200375117,39.16328019172658,39.30394915077628,-0.27,-0.3579,72906.835092,549533.8688238,8286206
300750.SZ,2019-01-25,39.40814837970199,41.04928623528186,39.16328019172658,40.34594144003334,39.16328019172658,2.27,3.0198,175029.241464,1357844.9481702,8298911
300750.SZ,2019-01-28,40.68979889548817,40.77315827862874,39.60612691466083,39.63217672189225,40.34594144003334,-1.37,-1.7691,88846.972242,683075.2313028,8324592
300750.SZ,2019-01-29,39.73116598937168,40.31989163280191,38.60581431697405,39.949984370115665,39.63217672189225,0.61,0.8019,100505.791722,758881.2740292,8329495
300750.SZ,2019-01-30,38.72564343023861,40.30426174846306,38.350526206106075,39.69990622069397,39.949984370115665,-0.48,-0.626,147943.16770800002,1119835.8778950002,8355758
300750.SZ,2019-01-31,39.73637595081796,40.517870167760755,39.621756798999684,39.65822652912369,39.69990622069397,-0.08,-0.105,84698.41947000001,651855.1250357999,8362899
300750.SZ,2019-02-01,39.944774408669375,41.2472647702407,39.69990622069397,40.846097738876736,39.65822652912369,2.28,2.9953,119279.404734,927991.6214058,8376974
300750.SZ,2019-02-11,41.15348546420756,42.39866624986975,41.14827550276128,42.200687714910906,40.846097738876736,2.6,3.3163,160141.81843800002,1287360.3958782,8389409
300750.SZ,2019-02-12,41.94018964259664,42.51328540168802,41.69532145462124,42.200687714910906,42.200687714910906,0.0,0.0,95761.188474,772842.2295468,8402313
300750.SZ,2019-02-13,42.0964884859852,43.539647806606226,41.87246014379494,42.56538501615088,42.200687714910906,0.7,0.8642,151194.53533800002,1243040.4383544,8411611
300750.SZ,2019-02-14,42.46118578722517,46.30613733458372,42.38303636553089,44.13879337292904,42.56538501615088,3.02,3.6965,244211.288916,2082305.5509816003,8426488
300750.SZ,2019-02-15,43.97207460664791,44.80566843805356,42.930082317390855,42.94050224028342,44.13879337292904,-2.3,-2.7148,201830.917722,1690606.4432166,8445126
300750.SZ,2019-02-18,43.32082942586225,44.2221527560696,43.013441700531416,44.003334375325615,42.94050224028342,2.04,2.4751,168498.75168,1411369.925826,8125782
300750.SZ,2019-02-19,44.10753360425132,44.17005314160675,42.61748463061373,42.87277274148171,44.003334375325615,-2.17,-2.5693,180918.536484,1501135.9912416001,8143521
300750.SZ,2019-02-20,43.13848077524226,44.02417422111076,42.773783474002286,43.33124934875482,42.87277274148171,0.88,1.0694,116458.48174799999,972657.5872482,8159838
